year,rank,name,slug,cuisine,price,price_num,location,city,address,full_address,lat,lng,description,image,url,prev_rank
2025,7,Copra,copra,South Indian,$$$,3,San Francisco,San Francisco,1700 Fillmore St.,"1700 Fillmore St., San Francisco, CA",37.78536,-122.432842,"An undersung hero of the Bay Area’s booming contemporary Indian cuisine scene, Srijith Gopinathan returns to his upbringing with Copra, the crown jewel of the veteran chef’s growing empire. Here, Gopinathan gives the rambunctious flavors of Southern India and its neighboring Sri Lanka a palatial stage; woven chandeliers, vintage tropical wallpaper and a faux greenhouse lend grandeur to the dining room.  Grander still are the menu’s unabashed presentation of spice and the kitchen’s unmatched execution. Prime examples include the extravagant chutney platter, a wonderful distillation of smokiness, piquancy and coolness; the explosive rasam poori, delicate hollow puffs filled with passion-fruit-mint water; and melty black cod wrapped in banana leaves and crusted with shallots. No visit to Copra is complete without sampling dessert, especially the “Gods Own” Coconut Variation, an icy, multifaceted expression of the fruit. Of all the world-class Indian restaurants in the region, Copra is the most shining example.",https://s.hdnux.com/photos/0/0/0/27168897/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#copra-listing,
2025,8,Breadbelly,breadbelly,Asian American bakery,$,1,San Francisco,San Francisco,1408 Clement St.,"1408 Clement St., San Francisco, CA",37.782751,-122.474399,"There are going to be some complaints that we put a bakery in the top 10. We hear you — there’s no table service at Breadbelly, and what tables there are are outside. But have you had the ma-faux-caccia? Or the lurid green kaya toast, flavored with pandan?  As good as they are, a Top 100 restaurant cannot stand on the strength of baked goods alone, but Breadbelly’s ever-changing menu of Asian-inflected soups, sandwiches and salads goes head-to-head with full-service breakfast and lunch spots. And it comes out on top.",https://s.hdnux.com/photos/0/0/0/27168892/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#breadbelly-listing,
2025,9,SingleThread,singlethread,Fine dining,$$$$,4,North Bay,Healdsburg,131 North St.,"131 North St., Healdsburg, CA",38.612435,-122.869694,"From the front, the server is all silky poise, explaining each of the dozen tiny dishes arrayed on an undulating bed of moss, like a banquet for fairies. But from behind, he’s doing something weird with his hands. One hand is open, palm out, the other making a peace sign. Wordlessly, his colleagues alight at the table, pouring sparkling and still water as if by telepathy. This level of service is a signature of SingleThread’s California-kaiseki experience — an annoying buzzword, frankly, to describe a meal.  But since your trip to Healdsburg might begin with a visit to SingleThread’s farm and end at the inn upstairs, “experience”  feels apt. If you’re going to drop beaucoup bucks on an hourslong meal in Wine Country, it should be at SingleThread.",https://s.hdnux.com/photos/0/0/0/27171343/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#singlethread-listing,
2025,10,Zuni Café,zuni-café,Californian,$$,2,San Francisco,San Francisco,1658 Market St.,"1658 Market St., San Francisco, CA",37.7736,-122.421608,"There’s only one restaurant that has been on every single Top 100 list since its inception in 1996. It is, of course, Zuni, which, while technically a restaurant, has raptured into another category of San Francisco icons along with Emperor Norton and the wild parrots.  But that description risks doing a disservice to the food, now overseen by Anne Alvero but faithful as ever to the ethos of Judy Rodgers. Reading the menu — still printed daily with quirky indentations, like a modernist poem — you could be at Zuni in 1991, in 2008, or 2025. No matter the decade, when you’re at Zuni, you know you’re in for a special evening.",https://s.hdnux.com/photos/0/0/0/27221885/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#zuni-café-listing,
2025,11,Tacos Oscar,tacos-oscar,Mexican,$,1,East Bay,Oakland,420 40th St.,"420 40th St., Oakland, CA",37.828799,-122.260409,"Tacos Oscar has a talent for expanding the boundaries of the taco in eccentric and nonconformist ways. Admirably, about half of the menu is vegetarian, taking full advantage of California’s produce.  Tostadas become crunchy podiums for riveting salads or the juiciest tomatoes of the season. Crunchy charred broccoli regularly stars in tacos. On weekends, the taqueria has one of Bay Area’s best brunch services. You’ll find a petite, homey breakfast burrito and a phenomenal taco de huevo, where a crispy, runny egg is paired with smoky salsa macha and cheddar. Housed inside a shipping container, Tacos Oscar makes great use of its unconventional space, maintaining a convivial vibe with a rasquache-chic aesthetic. Tacos Oscar is the first true “Oakland-style” taqueria — a singular force that plays with the format and has loads of fun doing it.",https://s.hdnux.com/photos/0/0/0/27209873/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#tacos-oscar-listing,
2025,12,Verjus,verjus,French wine bar,$$,2,San Francisco,San Francisco,528 Washington St.,"528 Washington St., San Francisco, CA",37.795826,-122.402521,"Owner Lindsay Tusk insists Verjus is a wine bar, not a restaurant. I’m not here to fight, Lindsay, but we don’t have a Top 100 Wine Bars list, so I hope you’ll understand. And while one could happily perch in the window with a glass of Champagne and spiced nuts and call it a night, why stop at snacks when you can have one of the most exquisite French meals in the city?  Executive chef Walker Stern’s flawlessly executed fare — poulet Normande, a colorless omelette filled with Boursin, a dynamite bouillabaise-inspired crab soup — is a cut far above the requisite cheese plate offered at most wine bars. The candlelit space, refreshed after a four-year closure, is as glamorous as ever, and on weekends guest DJs spin vinyl to the sound of clinking glasses and satisfied sighs. <i>— M.C.F.</i>",https://s.hdnux.com/photos/0/0/0/27221164/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#verjus-listing,
2025,13,Rose Pizzeria,rose-pizzeria,Pizza,$,1,East Bay,Berkeley,1960 University Ave.,"1960 University Ave., Berkeley, CA",37.871415,-122.271384,"It’s a difficult feat to be original as a pizza spot. Most tend to invest in a specific style: blistered Neapolitan, Midwestern tavern style, thin-crust New York, Californian sourdough. Rose Pizzeria is informed by all of those pizza cultures but forgoes all of the constraints; these Berkeley pies march to their own drum.  Each round is marked by a bubbly char and a crisp undercarriage, topped with what chef, co-owner and self-described “pizza man” Gerad Gobel calls “maximum impact” toppings, like ample chiles, funky sheep’s milk cheese and smoked mozzarella. Try the wild card She Wolf, a meet-cute pie where puttanesca and burrata find love over red sauce, though straightforward combinations are also excellent. The spicy Caesar salad is mandatory; the funk of miso and the aromatic kick of Calabrian chiles create a fun riff on an old favorite. Of course, the neighborhood restaurant lives up to its name with a patio surrounded by flowers.",https://s.hdnux.com/photos/0/0/0/27168822/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#rose-pizzeria-listing,
2025,14,Aziza,aziza,Moroccan,$$,2,San Francisco,San Francisco,5800 Geary Blvd.,"5800 Geary Blvd., San Francisco, CA",37.780541,-122.481714,"There’s no dearth of tremendous restaurants in the Richmond District, but most of them are on the humbler side — mom-and-pop pho shops, Russian bakeries, dim sum joints and the like. These neighbors make Aziza all the more wondrous.  For most of the last 20-odd years, Mourad Lahlou has been operating this quietly remarkable Moroccan restaurant, named after his mother, on the corner of 22nd and Geary across from a UPS store. It’s a date night destination, a place for a celebratory brunch (don’t miss the spongy Moroccan pancakes) and the pride of the neighborhood.",https://s.hdnux.com/photos/0/0/0/27168812/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#aziza-listing,
2025,15,Snail Bar,snail-bar,Wine bar,$$,2,East Bay,Oakland,4935 Shattuck Ave.,"4935 Shattuck Ave., Oakland, CA",37.836638,-122.26422,"There are many wine bars in the Bay Area, but none with food as punchy, or, frankly, as cool as Snail Bar in Oakland. The restaurant’s greatest strength is an element of surprise.  The ever-changing, genre-bending menu might include soft shell crab sandwiches one day, Colombian hot dogs or Venezuelan corn pancakes the next, and then umami-laden tomato toasts or ibérico ham pupusas. Food with that much flavor begs for a glass (or bottle) of sake or, the restaurant’s strong suit, natural wine. If you’re at all curious (or skeptical) about the wine style, Snail could turn you into a fan.",https://s.hdnux.com/photos/0/0/0/27209842/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#snail-bar-listing,
2025,16,Soba Ichi,soba-ichi,Japanese,$,1,East Bay,Oakland,2311A Magnolia St.,"2311A Magnolia St., Oakland, CA",37.817068,-122.285025,"West Oakland is home to one of the Bay Area’s most important Japanese noodle shops: Soba Ichi, a master of the lithe grey noodles made from buckwheat. These threads are an artisan product made by Koichi Ishii, who mills buckwheat in-house; mixes the dough by hand; and cuts each noodle.  Those extra efforts give his product a one-of-a-kind springiness. They are either served warm in a soulful, soothing broth or cold with a potent dipping sauce on the side; this route helps preserve noodle texture. You’ll want something to snack on before the soba, and the crunchy croquettes or kakiage, assorted fried vegetables, are finger-licking good. Designed by Zen Buddhist priest and craftsman Paul Discoe, Soba Ichi is a magical place with a minimalist dining room engulfed in light wood. The slow trickle of a bamboo fountain on the patio creates a sense of peace. After just one visit, Soba Ichi leaves a lasting impression that will have you plotting your return.",https://s.hdnux.com/photos/0/0/0/27168790/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#soba-ichi-listing,
