year,rank,name,slug,cuisine,price,price_num,location,city,address,full_address,lat,lng,description,image,url,prev_rank
2025,71,Cyrus,cyrus,Fine dining,$$$$,4,North Bay,Geyserville,275 CA-128,"275 CA-128, Geyserville, CA",38.706405,-122.900453,"If you were to imagine a fine dining experience in Wine Country, you might envision white tablecloths in a charming, rustic farmhouse overlooking a vineyard. Cyrus has the vineyard, but the building is more Bond villain HQ than quaint country manor.  Designed by starchitects Olson Kundig, responsible for such projects as the renovation of Seattle’s Space Needle, the building is as elemental to the meal as the food, beverages and service. Canapés are served in the bar area overlooking the vines. Diners then progress into the kitchen, where they are invited to wander between courses served at a horseshoe-shaped communal table. The heart of the meal takes place in the dining room — no white tablecloths in sight — and a parting sweet gift is dispensed in a zany, walk-in-closet-sized room with a chocolate waterfall.",https://s.hdnux.com/photos/0/0/0/27198467/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#cyrus-listing,
2025,72,Z & Y,z-y,Sichuan,$$,2,San Francisco,San Francisco,655 Jackson St.,"655 Jackson St., San Francisco, CA",37.795925,-122.406005,"Somewhere in the bubbling cauldron before you, under that layer of chiles, is fish. You’ll have to go searching for the filets with a ladle, nudging aside the brick red peppers, but they’re there.  If the thought of this flaming chile oil sends you into an anticipatory sweat of excitement, Z & Y is the place for you. In many of its signature dishes, there is plenty of má — the numbing tingle of Sichuan peppercorns — to complement the là of spicy peppers, but the spice averse will find concessions made here and there.",https://s.hdnux.com/photos/0/0/0/27155832/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#z-y-listing,
2025,73,Psychic Pie,psychic-pie,Pizza,$,1,North Bay,Sebastopol,980 Gravenstein Hwy. S.,"980 Gravenstein Hwy. S., Sebastopol, CA",38.390783,-122.816695,"Cross my palm with silver and your fortune I will tell. The mists of the astral realm are clearing, and I see in your future … ranch. Lots of very good, herby ranch for you to dip crusts of pizza into. Yes, pizza.  There will be an abundance, as much as you wish, sold to you by the inch, like in the old days of Rome. Pepperoni and four cheese, but also asparagus, nettle-pistachio pesto and beets on a sourdough crust. But wait, I am seeing your spirit guides have more in store for you. You will manifest soft serve made of the lushest buffalo milk from Double 8 Dairy, drizzled with local olive oil and sprinkled with salt from the sea. All this and more will be yours at Psychic Pie!",https://s.hdnux.com/photos/0/0/0/27155781/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#psychic-pie-listing,
2025,74,10 Butchers,num-butchers,Korean barbecue,$$$,3,South Bay,Sunnyvale,595 E. El Camino Real,"595 E. El Camino Real, Sunnyvale, CA",37.362825,-122.025481,"Watching beef marbled with a web of fat sizzle on the grill is mesmerizing fun at upscale Korean barbecue restaurant 10 Butchers. The atmosphere is something like a fancy butchery meets steakhouse, except the energy is turned to, well, 10.  Premium meats are a forte of the restaurant, ranging from shaved beef tongue to thick pork jowl and A5 wagyu cuts. The staff cooks at your table, scissor-slicing meats with surgical precision into bite-size morsels. Most important: The selection of banchan is superb, with the highlights being seafood pancakes and potato salad made with sweet purple yam. Order a set of crisp lettuces to bundle grilled meats with freshness, and add on the standout galbi mandu, thick dumplings filled with sweet wagyu short rib. You’ll leave 10 Butchers with a sense of satisfaction — and the scent of barbecue on your shirt for the rest of the night.",https://s.hdnux.com/photos/0/0/0/27198403/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#num-butchers-listing,
2025,75,Itria,itria,Italian,$$$,3,San Francisco,San Francisco,3266 24th St.,"3266 24th St., San Francisco, CA",37.752494,-122.41781,"As trendy as the crudos-and-pasta pairing is, the combo is at peak performance at Itria. Whereas most crudos tend to give me deja vu, Itria writes poems out of seafood.  Offerings change often but you may encounter slips of apples that add textural contrast to oysters; preserved lemon contributing salty zest to scallops; and passion fruit pulp lending tart vibrancy to silky salmon. Pastas show an equal amount of finesse, which also tend to cycle seasonally, save for the cacio e pepe mafaldine, where the peppery classic gets enriched with eggs. Natural wine is expected here, but unconventionally, the Italian restaurant also offers sake, which makes for an effective pairing. Itria seems to take pride in being different. <i>— C.H.</i>",https://s.hdnux.com/photos/0/0/0/27171359/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#itria-listing,
2025,76,Rintaro,rintaro,Japanese,$$,2,San Francisco,San Francisco,82 14th St.,"82 14th St., San Francisco, CA",37.768814,-122.415111,"Rintaro is all about craft. Step in off the street and you’re whisked away to, if not literal Japan, as close as you’re going to get south of Market Street.  The interiors at Sylvan Mishima Brackett’s restaurant are the work of his father, who studied temple carpentry in Japan. It would be worth a trip just to ogle the joinery or attempt to inconspicuously sniff the hinoki wood bar, but that’s not to discount Brackett’s cooking: exacting izakaya-inspired fare highlighting Northern California produce and proteins.",https://s.hdnux.com/photos/0/0/0/27198381/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#rintaro-listing,
2025,77,Table Culture Provisions,table-culture-provisions,French,$$$,3,North Bay,Petaluma,312 Petaluma Blvd. S.,"312 Petaluma Blvd. S., Petaluma, CA",38.231637,-122.635065,"A good way to die would be drowning in one of the sauces at Table Culture Provisions. Stéphane Saint Louis, who runs the kitchen together with Steven Vargas, grew up in Haiti and cooked at restaurants throughout the Bay Area, but the culinary penny didn’t drop until he enrolled at the Institut Paul Bocuse in Paris.  That classic French technique is on full display in the sauces at TCP, as Petaluma locals call it, but despite its fine dining cred, the restaurant is far from stuffy. Diners croon along to smooth jazz in the intimate dining room, and on Wednesdays and Thursdays 4-6 p.m., Saint Louis and Vargas offer à la carte options for those who might not want to commit to a full tasting menu.",https://s.hdnux.com/photos/0/0/0/27198371/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#table-culture-provisions-listing,
2025,78,Mrs Khan Uyghur Cuisine,mrs-khan-uyghur-cuisine,Uyghur,$,1,Peninsula,Menlo Park,712 Santa Cruz Ave.,"712 Santa Cruz Ave., Menlo Park, CA",37.452093,-122.184677,"Mrs Khan is the Bay Area’s leading source for Uyghur food, the cuisine of the predominantly Muslim ethnic Turkic group from the autonomous region of Xinjiang. Located in downtown Menlo Park, the spacious restaurant is awash in dark wood trim, faux flowers and long tables covered with pots of mint tea, flaky meat pastries and platters of hand-pulled noodles.  The size of noodle varies per dish: The sensational, saucy chicken korma features long, thick ropes, while the earthy, spicy stir-fried beef noodles arrive as short, bouncy strings. After just one meal at Mrs Khan, you might feel like a noodle expert.",https://s.hdnux.com/photos/0/0/0/27155551/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#mrs-khan-uyghur-cuisine-listing,
2025,79,Yo También Cantina,yo-también-cantina,Café,$,1,San Francisco,San Francisco,205 Hugo St.,"205 Hugo St., San Francisco, CA",37.765114,-122.460229,"Vegan rice bowls loaded with veggies and seeds. Tamales dressed up with avocado and a jammy egg. Nonalcoholic micheladas made with hop water and fresh-squeezed grapefruit juice.  You would absolutely believe you’re at an all-day café in Los Angeles, except that patrons are wearing Patagonia puffers over their athleisure. That’s not a dig. A nutritionist would surely sign off on Isa Bertorelli and Kenzie Benesh’s salady grain bowls, but this is not sad rabbit food for aspiring influencers. It’s the kind of lunch you’ll want to — and could — eat every day.",https://s.hdnux.com/photos/0/0/0/27157090/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#yo-también-cantina-listing,
2025,80,Mustards Grill,mustards-grill,American,$$,2,North Bay,Napa,7399 St. Helena Hwy.,"7399 St. Helena Hwy., Napa, CA",38.418969,-122.388169,"There are many ways to dine in the Napa Valley, but none feel quite as historic or as comforting as Mustards Grill, a convivial place where creamy corn tamales, sticky glazed Mongolian pork chops and weighty burgers live in harmony.  This menu, which is mostly Americana with occasional international flair, has made the roadside restaurant vital, influencing Wine Country’s dining scene long before Thomas Keller took over the French Laundry. But perhaps more importantly, eating at the restaurant is just plain fun. The food is not self-serious, yet the level of execution is high. At once, the place feels casual and loose, formal and celebratory — a collection of competing forces that generate something memorable. Come for an impactful lunch while wine tasting, or a blockbuster dinner on any given day.",https://s.hdnux.com/photos/0/0/0/27155462/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#mustards-grill-listing,
2025,81,Mazra,mazra,Middle Eastern,$,1,Peninsula,Redwood City,2021 Broadway,"2021 Broadway, Redwood City, CA",37.486442,-122.226842,"Run by brothers Saif and Jordan Makableh, Mazra is the Peninsula’s premier source of Levantine-style food, by way of Jordan. The operation started in San Bruno, blossoming from the closure of the Makableh family’s grocery store; it quickly made a name for its open-flame cooking, infusing smokiness into everything from spiced chicken to juicy beef kebabs and even heads of cauliflower.  For a comprehensive glimpse of its plentiful small plates, opt for the mezza sampler, with pingpong-sized crunchy falafel, toasty baba ghanoush, and tart, creamy hummus. If you’re visiting for a quick meal, a shawarma wrap, slicked with garlicky toum, might be most suitable. The San Bruno location is still closed for renovations; however, the recently opened Redwood City outpost is family friendly with a spacious dining room surrounded by plants, where light floods in from the ceiling.",https://s.hdnux.com/photos/0/0/0/27198275/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#mazra-listing,
2025,82,Jubba,jubba,Somali,$,1,South Bay,San Jose,5330 Terner Way,"5330 Terner Way, San Jose, CA",37.257424,-121.861023,"There’s only one Somali restaurant in the Bay Area. Thankfully, it’s Jubba, a fiercely flavorful jewel of the San Jose dining scene. Located in a circular building near a train station, Jubba has the easygoing, welcoming feel of a diner.  Start off with rectangular mandasi, warm, tender doughnuts with a hint of sweetness, which could also double as dessert. But the main attraction is the suqaar, morsels of chicken or beef stir-fried with peppers, onions, herbs and a generous dusting of xawaash — an earthy, toasted seasoning blend from Somalia. The ways of eating suqaar are plentiful: You can get it wrapped in spotted flatbread, or as a plate, served over fluffy rice, sour injera or, my personal favorite, a tangle of spaghetti. All plates come with a lime wedge, for a hit of brightness, and a creamy green sauce, for a jolt of heat. <i>— C.H.</i>",https://s.hdnux.com/photos/0/0/0/27197900/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#jubba-listing,
2025,83,Besharam,besharam,Indian,$$,2,San Francisco,San Francisco,1275 Minnesota St.,"1275 Minnesota St., San Francisco, CA",37.754252,-122.389381,"Saying that Besharam is the best vegetarian restaurant in town does a disservice to chef-owner Heena Patel, like saying that she has a good arm, for a girl. Besharam, which means “shameless” in Gujarati, is a deeply personal restaurant, and since its opening in 2018, Patel’s fans have celebrated as she has made fewer and fewer concessions.  First she stepped out of the shadow of her business partner, chef Daniel Patterson, striking out on her own. Then she dropped the dishes featuring lamb, chicken or fish to better reflect the way she’s eaten her entire life — which is to say, vegetarian. Somewhere along the way she stopped dying her hair, now a regal silver that commands attention in the open kitchen. Besharam is brazen and better than ever.",https://s.hdnux.com/photos/0/0/0/27197893/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#besharam-listing,
2025,84,Sequoia Diner,sequoia-diner,Diner,$,1,East Bay,Oakland,3719 MacArthur Blvd.,"3719 MacArthur Blvd., Oakland, CA",37.792059,-122.19938,"This is what a diner looks like when it has realized its full potential. Sequoia Diner’s foundational dishes — an ethereal yeasted waffle, the classic American breakfast plate — are exceptional, showing the Oakland restaurant maintains a firm grasp on the comfort that makes such spots so relatable. But it also looks beyond the typical Americana fare.  The loco moco, for example, flows with beefy juices that soak into fluffy white rice from Koda Farms. Ultimately, the food is so compelling because of quality ingredients and a commitment to making virtually everything from scratch, from curing pork bellies for bacon to producing three different hot sauces.",https://s.hdnux.com/photos/0/0/0/27197854/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#sequoia-diner-listing,
2025,85,Reem’s,reems,Middle Eastern,$,1,San Francisco,San Francisco,2901 Mission St.,"2901 Mission St., San Francisco, CA",37.750531,-122.418077,"Reem’s had a tough start to the year. In January, its 2-year-old kiosk in the Ferry Building closed after management reclaimed the space to make way for another restaurant. While this regrettably means fewer tourists will stumble upon Reem Assil’s loving tribute to Arab bakeries, the sit-down Mission District location has always been the better way to partake in the full experience.  The Ferry Building kiosk focused on portable, grab-and-go wraps, but Reem’s Lebanese man’oushe, topped with goodies like sumac-braised chicken, Palestinian cheese and beef sausage, is best shared with friends over good gossip and a glass of tea.",https://s.hdnux.com/photos/0/0/0/27155307/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#reems-listing,
2025,86,Cafe Colucci,cafe-colucci,Ethiopian,$,1,East Bay,Oakland,5849 San Pablo Ave.,"5849 San Pablo Ave., Oakland, CA",37.841857,-122.283714,"For more than 30 years, Cafe Colucci was a beloved institution and community gathering place in Oakland. It outgrew its former building and expanded into its current larger space a few years ago. The spacious interior is decorated with images of spice farms and warm tones, from the exposed brick walls to the clay-colored walls. Its food, meanwhile, is as great as ever.  Vegetarians and vegans will be delighted to know that meat-free dishes tend to be the standout here, a natural reflection of the cuisine. Don’t miss the mushroom tibs, where the fungi soaks up the sauce bolstered with sweltering berbere spice. Carnivores, you’re welcome here too, with excellent dishes like saucy chicken or beef kitfo: silky, raw beef doused in berbere-flavored clarified butter. Scoop all of it up with sour injera, the flatbread made of teff and your edible utensil for all dishes.",https://s.hdnux.com/photos/0/0/0/27197767/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#cafe-colucci-listing,
2025,87,House of Prime Rib,house-of-prime-rib,Steakhouse,$$$,3,San Francisco,San Francisco,1906 Van Ness Ave.,"1906 Van Ness Ave., San Francisco, CA",37.793381,-122.422502,There’s plenty that San Franciscans disagree about. YIMBYs and NIMBYs will argue over the best Mission burrito or whether the Warriors should have fought harder to keep Klay  until they’re blue in the face. But one thing that it seems almost all residents can agree on is that the House of Prime Rib is where you go to celebrate — if you can get in.  The temple to beef is consistently booked solid months in advance. The only thing to disagree about at HOPR is whether a baked or mashed potato is the correct order.,https://s.hdnux.com/photos/0/0/0/27197714/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#house-of-prime-rib-listing,
2025,88,The Laundromat,the-laundromat,Pizza,$$,2,San Francisco,San Francisco,3725 Balboa St.,"3725 Balboa St., San Francisco, CA",37.775396,-122.498867,"Until recently, common adjectives one might reach for to describe the Outer Richmond would be “foggy” and “sleepy.” “Cool?” Only in a bring-a-layer sense. But change has come to the Avenues, and at the center is the Laundromat, slinging bagels in the morning and Detroit-inspired pizza with crisp, cheesy edges by night.  The natural wine flows, the vinyl spins, and the cavernous space vibrates with the energy of a neighborhood that is suddenly a destination.",https://s.hdnux.com/photos/0/0/0/27190729/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#the-laundromat-listing,
2025,89,Ming’s Tasty,mings-tasty,Dim sum,$,1,East Bay,Oakland,940 Webster St.,"940 Webster St., Oakland, CA",37.800157,-122.270686,"Barbecue buns with crusty sugar tops, frilly fried shrimp balls, chewy but tender siu mai: all reasonably priced to feed a family of bellies. Ming’s Tasty is the people’s champ of dim sum, for its affordability, consistency and no-frills aesthetic.  The Oakland Chinatown restaurant’s favor is evidenced by regular crowds of diners that spill out onto the sidewalk. (It usually doesn’t take more than 25 minutes to get a table, and it’s worth the wait.) Once inside, Ming’s has an absorbing effect, where the energetic thrum of the place blocks out the exterior world. Perhaps that’s fortuitous, as it leaves more room to engage with the exceptional dim sum on the plate.",https://s.hdnux.com/photos/0/0/0/27164725/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#mings-tasty-listing,
2025,90,Goodtime Bar,goodtime-bar,Californian,$$,2,South Bay,San Jose,30 Fountain Alley #160,"30 Fountain Alley #160, San Jose, CA",37.336204,-121.889545,"If you could bottle up the hunger for something new in San Jose’s dining scene, you would get Goodtime Bar. This natural wine bar has attracted palpable excitement to its downtown alley location with a simple formula for a good time: crisp, zippy wine and punchy, creative small plates.  Think bucatini flavored with sour Thai tom yum seasoning; tender, cheese-stuffed arancini; and melty tuna tostadas. Inside, the place is no larger than your friend’s living room. If it fills up, as it is wont to do, more space is available out front, which is no less enthusiastic.",https://s.hdnux.com/photos/0/0/0/27171558/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#goodtime-bar-listing,
2025,91,Damansara,damansara,Malaysian,$$,2,San Francisco,San Francisco,1781 Church St.,"1781 Church St., San Francisco, CA",37.742354,-122.426347,"January in San Francisco doesn’t feel much like Kuala Lumpur, except if you’re sitting in the dining room at Damansara, licking sticky chili crab sauce off your fingers. During Dungeness season, chef-owner Tracy Goh serves the Singaporean and Malaysian classic in addition to crab with black pepper sauce and cereal salted egg cream sauce.  But even out of season, there’s ample reason to pay a visit to Noe Valley, including her outrageous curry puffs and babi keluak, a complex braise of pork belly and a fermented nut that is poisonous before processing and irresistible after.",https://s.hdnux.com/photos/0/0/0/27152315/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#damansara-listing,
2025,92,Hilda and Jesse,hilda-and-jesse,American,$$$,3,San Francisco,San Francisco,701 Union St.,"701 Union St., San Francisco, CA",37.800052,-122.411033,"This may not make sense if you’re not queer, but Hilda and Jesse is a gay restaurant. The sandwich board out front says as much, advertising that it uses ingredients from “queer farmers and wine producers” and serves the “gayest pancakes ever” cooked by a “soft butch chef.”  But I’m not just talking about the owners or the staff or even the vibe. The food is gay. If you’ve ever spent time at a queer co-op, many of the ingredients will look familiar — kohlrabi, sprouted lentils, beets. Rest assured, Ollie K.C. Liedags’ skill as a chef far outclasses that of your ex’s housemate. I’m still thinking about their chou farci in mushroom sauce, silky smooth chicken mousseline snuggled inside leaves of cabbage. What’s gayer than taking what you’ve got and transforming it into something magical? <i>— M.C.F.</i>",https://s.hdnux.com/photos/0/0/0/27186198/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#hilda-and-jesse-listing,
2025,93,Alem’s Coffee,alems-coffee,Eritrean,$,1,East Bay,Oakland,5353 Claremont Ave.,"5353 Claremont Ave., Oakland, CA",37.840328,-122.259833,"Alem’s Coffee is a community fixture and a stalwart for Eritrean and East African cooking in Oakland. Since 1999, the inviting cafe has had a familiar aura, where even new visitors feel like longtime patrons.  Alem’s is home to one of the Bay Area’s greatest breakfast dishes: shihan ful, a thick mash of fava beans topped with a glug of olive oil, diced red onions, berbere spice mix, crumbled cheese and a lemon wedge for a crucial jolt of acidity. It’s accompanied by not one but two crusty sourdough rolls — the restaurant’s carb of choice and your tool for scooping starchy ful. It’s light but full flavored, with a moderate threat of heat.",https://s.hdnux.com/photos/0/0/0/27152243/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#alems-coffee-listing,
2025,94,Charter Oak,charter-oak,American,$$$,3,North Bay,St. Helena,1050 Charter Oak Ave.,"1050 Charter Oak Ave., St. Helena, CA",38.501786,-122.464102,"With Charter Oak, chef Christopher Kostow, most known for running the now-closed Restaurant at Meadowood, ditches the tweezers and foams for food that’s deliberately primordial. At the center of the high-ceilinged dining room lies a roaring wood-fire hearth, where broccoli, pork jowls and steaks are all baptized by flame.  There’s even a distinct tenor to the crackle of the house-baked bread, which might be the sound of the 30-year-old sourdough starter used in each loaf. Despite its focus on seasonal produce, Charter Oak also makes an incredible burger, sporting fancy dry-aged beef, garlicky pepper relish and white American cheese. With its tree-lined courtyard and ivy-covered brick walls, visiting this St. Helena restaurant feels like stumbling across a countryside chateau.",https://s.hdnux.com/photos/0/0/0/27172642/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#charter-oak-listing,
2025,95,Vientian Cafe,vientian-cafe,Laotian,$,1,East Bay,Oakland,3801 Allendale Ave.,"3801 Allendale Ave., Oakland, CA",37.786046,-122.205866,"You’ll find Thailand’s greatest hits on the menu at this family-run restaurant on the bottom floor of an East Oakland home, but you’re at an establishment named after the capital city of Laos. Would you order the steak at a seafood restaurant?  Turn your attention instead to the page listing “Lao specialties,” and make sure your order includes the superlative nam khao, a bountiful fried rice salad with fermented pork sausage.",https://s.hdnux.com/photos/0/0/0/27171768/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#vientian-cafe-listing,
2025,96,Mandalay,mandalay,Burmese,$$,2,San Francisco,San Francisco,4348 California St.,"4348 California St., San Francisco, CA",37.785212,-122.463941,"Mandalay, the longest running Burmese restaurant in the Bay Area, has been stunning diners for more than 40 years with dishes like its brain-tickling tea leaf salad: an assortment of seeds, nuts, fried garlic and pureed fermented tea leaves, mixed tableside into a textural masterpiece.  Flaky, oil-slicked paratha accompanied by slightly sweet, creamy curry dip is richly satisfying. A similar curry acts as the base for the splendid chicken noodle soup. Mandalay still sets the standard for Burmese cuisine in the Bay Area, which has flourished locally thanks to an influx of Burmese immigrants that began in the 1980s. While there are now many trendier Burmese restaurants, what keeps people coming back to Mandalay, aside from the food, is its vibrant charm: its bright interior, the color of mustard; its Burmese art and jewelry; its kitschy string lights; and its gracious service.",https://s.hdnux.com/photos/0/0/0/27155430/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#mandalay-listing,
2025,97,FOB Kitchen,fob-kitchen,Filipino,$$,2,East Bay,Oakland,5179 Telegraph Ave.,"5179 Telegraph Ave., Oakland, CA",37.83769,-122.262674,"It’s hard to be in a bad mood at contemporary Filipino restaurant FOB Kitchen. Perhaps the feel-good charm comes from the tropical ambiance, with descending plant vines and aquatic blue tiles that conjure coastal images; or maybe it’s the crackle of lumpia, the svelte richness of pork adobo or the spicy, vinegary bite of its in-house bottled hot sauce.  All of these elements help eliminate tension in the mind and shoulders, and the cocktail program keeps the party going, with a standout riff on a piña colada that adds the vanilla-like flavor of pandan. FOB Kitchen is a place of celebration.",https://s.hdnux.com/photos/0/0/0/27191365/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#fob-kitchen-listing,
2025,98,The Rotunda,the-rotunda,American,$$,2,San Francisco,San Francisco,150 Stockton St.,"150 Stockton St., San Francisco, CA",37.787365,-122.405904,"If the Rotunda were a person, she would be the prim and proper grandmother of the bride, surely a former debutante. Then the DJ would play Usher, and she’d drop it low on the dance floor.  Located on the fourth floor of Neiman Marcus, catty-corner from Union Square, the Rotunda serves salads and a very festive afternoon tea to ladies who lunch. But the sleeper hit of the menu is the burger, a sloppy, double-patty behemoth that is impossible to eat daintily. Like everything else at the Rotunda, it is served with a complimentary demitasse of chicken consommé, a popover with strawberry butter and a square of chocolate. How refined.",https://s.hdnux.com/photos/0/0/0/27193320/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#the-rotunda-listing,
2025,99,Shizen,shizen,Vegan sushi,$$,2,San Francisco,San Francisco,370 14th St.,"370 14th St., San Francisco, CA",37.768344,-122.421276,"Have you had vegan sushi? You should, especially from Shizen, a master of manipulating vegetables into textural marvels. The feel of the joint is lively, loose; you won’t find any of the rigidity, or quiet, of an omakase spot.  If you can, sit at the bar and appreciate the colorful stacks of okra, mango, tomatoes and squash, then order the yuba salad, peppery arugula and tender strips of tofu skin tossed in a sweet, creamy dressing. Anything with shredded tofu is exceptional, particularly the spicy tofu tempura roll called “body and soul.” The best nigiri in the house are the custardy grilled eggplant and the tomato, where the slivered fruit is taut and drained of its liquids for a satisfying chew. By the end of the meal, you’ll walk away with a deeper understanding of sushi — as an ethos, as a methodology, as a lifestyle — which can be untethered from fish.",https://s.hdnux.com/photos/0/0/0/27160676/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#shizen-listing,
2025,100,Poppy Bagels,poppy-bagels,Bagels,$,1,East Bay,Oakland,5004 Telegraph Ave.,"5004 Telegraph Ave., Oakland, CA",37.836654,-122.262389,"Food pundits will squabble until the end of time about whether you can get a truly stellar New York bagel outside of the five boroughs, but with the opening of Poppy Bagels in 2023, we’d argue that the more relevant question is can you find a good California bagel in New York?  Reesa Kashuk’s cheery storefront in Oakland’s Temescal neighborhood serves all the standards — lox and whitefish, flavored schmears and plain — but the thing to get is the seasonal veg sandwich. Served open face, it’s a love letter to our region’s bounty. Thinly sliced circles of radish, avocado and microgreens are crowned with a drizzle of Kuali salsa macha for added crunch and heat. It’s a California salad on a New York bagel, and it’s a breakfast very much worth seeking out.",https://s.hdnux.com/photos/0/0/0/27172639/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2025/top-100-best-restaurants-san-francisco-bay-area/#poppy-bagels-listing,
2026,1,Four Kings,four-kings,Cantonese,$$$,3,San Francisco,San Francisco,710 Commercial St.,"710 Commercial St., San Francisco, CA",37.794093,-122.405068,"Last year, 13 months after it opened, Four Kings debuted in the No. 2 spot on our list. Mike Long and Franky Ho’s electric Cantonese-by-way-of-their-fevered-brains cooking and the energy of their Chinatown restaurant had us in a chokehold. Located underneath what is surely the most delicious smelling Kumon in the city, it was exactly the type of feel-good party San Francisco needed in 2025.",https://s.hdnux.com/photos/0/0/0/30790751/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#four-kings-listing,2
2026,2,The Progress,the-progress,Californian,$$$,3,San Francisco,San Francisco,1525 Fillmore St.,"1525 Fillmore St., San Francisco, CA",37.783661,-122.433076,"A solo diner in ripped jeans is sitting at the bar, eating an off-menu hot dog topped with kimchi. Behind him, members of a wedding party in tuxedos and gowns sling their arms around one another’s shoulders as they ascend the stairs to the private dining room. The Progress, statuesque sister to State Bird Provisions (No. 36) and Anchovy Bar, is a restaurant for all occasions, the kind of place where you can picture celebrating life’s milestones and Saturday’s late-night cravings alike.",https://s.hdnux.com/photos/0/0/0/30531520/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#the-progress-listing,6
2026,3,Burdell,burdell,Soul food,$$$,3,East Bay,Oakland,4640 Telegraph Ave.,"4640 Telegraph Ave., Oakland, CA",37.833928,-122.26312,"Geoff Davis honors the agrarian roots of soul food at Burdell, which is named after his grandmother. The interior of the Oakland restaurant appears as if in a perpetual state of golden hour, with copper-tinted glass panes, cream-colored walls and appreciation for all things vintage: a 1970s sound system, furniture like repurposed church pews and modest dishware with halos of flowers. Unfussy plating puts the spotlight on the brazenly flavorful cooking.",https://s.hdnux.com/photos/0/0/0/30807569/0/ratio16x9_1440.jpg,https://www.sfchronicle.com/projects/2026/top-100-best-restaurants-san-francisco-bay-area/#burdell-listing,1
